Date,Production/Deliveries/Stocks,Concrete Block Type,Thousand square metres,Building Material Type,Geographical Region,Unique_Key
01/08/2020,Stocks,Dense,2243.521,Concrete Products,Great Britain,01/08/2020StocksDense2243.521Concrete ProductsGreat Britain
01/08/2020,Production,Lightweight,1582.832,Concrete Products,Great Britain,01/08/2020ProductionLightweight1582.832Concrete ProductsGreat Britain
01/08/2020,Deliveries(from),Lightweight,1545.807,Concrete Products,Great Britain,01/08/2020Deliveries(from)Lightweight1545.807Concrete ProductsGreat Britain
01/08/2020,Stocks,Lightweight,1400.212,Concrete Products,Great Britain,01/08/2020StocksLightweight1400.212Concrete ProductsGreat Britain
01/08/2020,Production,Aerated,2231.98,Concrete Products,Great Britain,01/08/2020ProductionAerated2231.98Concrete ProductsGreat Britain
01/08/2020,Deliveries(from),Aerated,2294.44,Concrete Products,Great Britain,01/08/2020Deliveries(from)Aerated2294.44Concrete ProductsGreat Britain
01/08/2020,Stocks,Aerated,1926.52,Concrete Products,Great Britain,01/08/2020StocksAerated1926.52Concrete ProductsGreat Britain
01/09/2020,Seasonally Adjusted Deliveries,All Types,5863.02227045374,Concrete Products,Great Britain,01/09/2020Seasonally Adjusted DeliveriesAll Types5863.02227045374Concrete ProductsGreat Britain
01/09/2020,Production,All Types,6453.485,Concrete Products,Great Britain,01/09/2020ProductionAll Types6453.485Concrete ProductsGreat Britain
01/09/2020,Deliveries(from),All Types,6567.152,Concrete Products,Great Britain,01/09/2020Deliveries(from)All Types6567.152Concrete ProductsGreat Britain
01/09/2020,Stocks,All Types,5228.731,Concrete Products,Great Britain,01/09/2020StocksAll Types5228.731Concrete ProductsGreat Britain
01/09/2020,Production,Dense,2141.843,Concrete Products,Great Britain,01/09/2020ProductionDense2141.843Concrete ProductsGreat Britain
01/09/2020,Deliveries(from),Dense,2162.767,Concrete Products,Great Britain,01/09/2020Deliveries(from)Dense2162.767Concrete ProductsGreat Britain
01/09/2020,Stocks,Dense,2147.679,Concrete Products,Great Britain,01/09/2020StocksDense2147.679Concrete ProductsGreat Britain
01/09/2020,Production,Lightweight,1778.172,Concrete Products,Great Britain,01/09/2020ProductionLightweight1778.172Concrete ProductsGreat Britain
01/09/2020,Deliveries(from),Lightweight,1746.295,Concrete Products,Great Britain,01/09/2020Deliveries(from)Lightweight1746.295Concrete ProductsGreat Britain
01/09/2020,Stocks,Lightweight,1421.092,Concrete Products,Great Britain,01/09/2020StocksLightweight1421.092Concrete ProductsGreat Britain
01/09/2020,Production,Aerated,2533.47,Concrete Products,Great Britain,01/09/2020ProductionAerated2533.47Concrete ProductsGreat Britain
01/09/2020,Deliveries(from),Aerated,2658.09,Concrete Products,Great Britain,01/09/2020Deliveries(from)Aerated2658.09Concrete ProductsGreat Britain
01/09/2020,Stocks,Aerated,1659.96,Concrete Products,Great Britain,01/09/2020StocksAerated1659.96Concrete ProductsGreat Britain
01/10/2020,Seasonally Adjusted Deliveries,All Types,5806.68197189973,Concrete Products,Great Britain,01/10/2020Seasonally Adjusted DeliveriesAll Types5806.68197189973Concrete ProductsGreat Britain
01/10/2020,Production,All Types,6438.248,Concrete Products,Great Britain,01/10/2020ProductionAll Types6438.248Concrete ProductsGreat Britain
01/10/2020,Deliveries(from),All Types,6328.508,Concrete Products,Great Britain,01/10/2020Deliveries(from)All Types6328.508Concrete ProductsGreat Britain
01/10/2020,Stocks,All Types,5338.471,Concrete Products,Great Britain,01/10/2020StocksAll Types5338.471Concrete ProductsGreat Britain
01/10/2020,Production,Dense,2141.589,Concrete Products,Great Britain,01/10/2020ProductionDense2141.589Concrete ProductsGreat Britain
01/10/2020,Deliveries(from),Dense,2054.225,Concrete Products,Great Britain,01/10/2020Deliveries(from)Dense2054.225Concrete ProductsGreat Britain
01/10/2020,Stocks,Dense,2235.043,Concrete Products,Great Britain,01/10/2020StocksDense2235.043Concrete ProductsGreat Britain
01/10/2020,Production,Lightweight,1753.269,Concrete Products,Great Britain,01/10/2020ProductionLightweight1753.269Concrete ProductsGreat Britain
01/10/2020,Deliveries(from),Lightweight,1673.213,Concrete Products,Great Britain,01/10/2020Deliveries(from)Lightweight1673.213Concrete ProductsGreat Britain
01/10/2020,Stocks,Lightweight,1501.148,Concrete Products,Great Britain,01/10/2020StocksLightweight1501.148Concrete ProductsGreat Britain
01/10/2020,Production,Aerated,2543.39,Concrete Products,Great Britain,01/10/2020ProductionAerated2543.39Concrete ProductsGreat Britain
01/10/2020,Deliveries(from),Aerated,2601.07,Concrete Products,Great Britain,01/10/2020Deliveries(from)Aerated2601.07Concrete ProductsGreat Britain
01/10/2020,Stocks,Aerated,1602.28,Concrete Products,Great Britain,01/10/2020StocksAerated1602.28Concrete ProductsGreat Britain
01/11/2020,Seasonally Adjusted Deliveries,All Types,5910.79156486138,Concrete Products,Great Britain,01/11/2020Seasonally Adjusted DeliveriesAll Types5910.79156486138Concrete ProductsGreat Britain
01/11/2020,Production,All Types,6260.19,Concrete Products,Great Britain,01/11/2020ProductionAll Types6260.19Concrete ProductsGreat Britain
01/11/2020,Deliveries(from),All Types,5929.781,Concrete Products,Great Britain,01/11/2020Deliveries(from)All Types5929.781Concrete ProductsGreat Britain
01/11/2020,Stocks,All Types,5662.108,Concrete Products,Great Britain,01/11/2020StocksAll Types5662.108Concrete ProductsGreat Britain
01/11/2020,Production,Dense,1930.335,Concrete Products,Great Britain,01/11/2020ProductionDense1930.335Concrete ProductsGreat Britain
01/11/2020,Deliveries(from),Dense,1926.122,Concrete Products,Great Britain,01/11/2020Deliveries(from)Dense1926.122Concrete ProductsGreat Britain
01/11/2020,Stocks,Dense,2238.851,Concrete Products,Great Britain,01/11/2020StocksDense2238.851Concrete ProductsGreat Britain
01/11/2020,Production,Lightweight,1731.055,Concrete Products,Great Britain,01/11/2020ProductionLightweight1731.055Concrete ProductsGreat Britain
01/11/2020,Deliveries(from),Lightweight,1635.179,Concrete Products,Great Britain,01/11/2020Deliveries(from)Lightweight1635.179Concrete ProductsGreat Britain
01/11/2020,Stocks,Lightweight,1590.657,Concrete Products,Great Britain,01/11/2020StocksLightweight1590.657Concrete ProductsGreat Britain
01/11/2020,Production,Aerated,2598.8,Concrete Products,Great Britain,01/11/2020ProductionAerated2598.8Concrete ProductsGreat Britain
01/11/2020,Deliveries(from),Aerated,2368.48,Concrete Products,Great Britain,01/11/2020Deliveries(from)Aerated2368.48Concrete ProductsGreat Britain
01/11/2020,Stocks,Aerated,1832.6,Concrete Products,Great Britain,01/11/2020StocksAerated1832.6Concrete ProductsGreat Britain
01/12/2020,Seasonally Adjusted Deliveries,All Types,5999.94884340748,Concrete Products,Great Britain,01/12/2020Seasonally Adjusted DeliveriesAll Types5999.94884340748Concrete ProductsGreat Britain
01/12/2020,Production,All Types,4343.565,Concrete Products,Great Britain,01/12/2020ProductionAll Types4343.565Concrete ProductsGreat Britain
01/12/2020,Deliveries(from),All Types,4009.079,Concrete Products,Great Britain,01/12/2020Deliveries(from)All Types4009.079Concrete ProductsGreat Britain
01/12/2020,Stocks,All Types,5961.865,Concrete Products,Great Britain,01/12/2020StocksAll Types5961.865Concrete ProductsGreat Britain
01/12/2020,Production,Dense,1480.239,Concrete Products,Great Britain,01/12/2020ProductionDense1480.239Concrete ProductsGreat Britain
01/12/2020,Deliveries(from),Dense,1248,Concrete Products,Great Britain,01/12/2020Deliveries(from)Dense1248Concrete ProductsGreat Britain
01/12/2020,Stocks,Dense,2472.724,Concrete Products,Great Britain,01/12/2020StocksDense2472.724Concrete ProductsGreat Britain
01/12/2020,Production,Lightweight,1181.256,Concrete Products,Great Britain,01/12/2020ProductionLightweight1181.256Concrete ProductsGreat Britain
01/12/2020,Deliveries(from),Lightweight,1085.419,Concrete Products,Great Britain,01/12/2020Deliveries(from)Lightweight1085.419Concrete ProductsGreat Britain
01/12/2020,Stocks,Lightweight,1650.131,Concrete Products,Great Britain,01/12/2020StocksLightweight1650.131Concrete ProductsGreat Britain
01/12/2020,Production,Aerated,1682.07,Concrete Products,Great Britain,01/12/2020ProductionAerated1682.07Concrete ProductsGreat Britain
01/12/2020,Deliveries(from),Aerated,1675.66,Concrete Products,Great Britain,01/12/2020Deliveries(from)Aerated1675.66Concrete ProductsGreat Britain
01/12/2020,Stocks,Aerated,1839.01,Concrete Products,Great Britain,01/12/2020StocksAerated1839.01Concrete ProductsGreat Britain
01/01/2021,Seasonally Adjusted Deliveries,All Types,5972.78526441926,Concrete Products,Great Britain,01/01/2021Seasonally Adjusted DeliveriesAll Types5972.78526441926Concrete ProductsGreat Britain
01/01/2021,Production,All Types,5267.645,Concrete Products,Great Britain,01/01/2021ProductionAll Types5267.645Concrete ProductsGreat Britain
01/01/2021,Deliveries(from),All Types,4683.871,Concrete Products,Great Britain,01/01/2021Deliveries(from)All Types4683.871Concrete ProductsGreat Britain
01/01/2021,Stocks,All Types,6542.223,Concrete Products,Great Britain,01/01/2021StocksAll Types6542.223Concrete ProductsGreat Britain
01/01/2021,Production,Dense,1626.901,Concrete Products,Great Britain,01/01/2021ProductionDense1626.901Concrete ProductsGreat Britain
01/01/2021,Deliveries(from),Dense,1458.004,Concrete Products,Great Britain,01/01/2021Deliveries(from)Dense1458.004Concrete ProductsGreat Britain
01/01/2021,Stocks,Dense,2639.203,Concrete Products,Great Britain,01/01/2021StocksDense2639.203Concrete ProductsGreat Britain
01/01/2021,Production,Lightweight,1173.034,Concrete Products,Great Britain,01/01/2021ProductionLightweight1173.034Concrete ProductsGreat Britain
01/01/2021,Deliveries(from),Lightweight,1267.397,Concrete Products,Great Britain,01/01/2021Deliveries(from)Lightweight1267.397Concrete ProductsGreat Britain
01/01/2021,Stocks,Lightweight,1554.77,Concrete Products,Great Britain,01/01/2021StocksLightweight1554.77Concrete ProductsGreat Britain
01/01/2021,Production,Aerated,2467.71,Concrete Products,Great Britain,01/01/2021ProductionAerated2467.71Concrete ProductsGreat Britain
01/01/2021,Deliveries(from),Aerated,1958.47,Concrete Products,Great Britain,01/01/2021Deliveries(from)Aerated1958.47Concrete ProductsGreat Britain
01/01/2021,Stocks,Aerated,2348.25,Concrete Products,Great Britain,01/01/2021StocksAerated2348.25Concrete ProductsGreat Britain
01/02/2021,Seasonally Adjusted Deliveries,All Types,5219.88451985028,Concrete Products,Great Britain,01/02/2021Seasonally Adjusted DeliveriesAll Types5219.88451985028Concrete ProductsGreat Britain
01/02/2021,Production,All Types,5269.681,Concrete Products,Great Britain,01/02/2021ProductionAll Types5269.681Concrete ProductsGreat Britain
01/02/2021,Deliveries(from),All Types,4628.874,Concrete Products,Great Britain,01/02/2021Deliveries(from)All Types4628.874Concrete ProductsGreat Britain
01/02/2021,Stocks,All Types,7183.03,Concrete Products,Great Britain,01/02/2021StocksAll Types7183.03Concrete ProductsGreat Britain
01/02/2021,Production,Dense,1711.524,Concrete Products,Great Britain,01/02/2021ProductionDense1711.524Concrete ProductsGreat Britain
01/02/2021,Deliveries(from),Dense,1600.009,Concrete Products,Great Britain,01/02/2021Deliveries(from)Dense1600.009Concrete ProductsGreat Britain
01/02/2021,Stocks,Dense,2750.718,Concrete Products,Great Britain,01/02/2021StocksDense2750.718Concrete ProductsGreat Britain
01/02/2021,Production,Lightweight,1395.997,Concrete Products,Great Britain,01/02/2021ProductionLightweight1395.997Concrete ProductsGreat Britain
01/02/2021,Deliveries(from),Lightweight,1164.715,Concrete Products,Great Britain,01/02/2021Deliveries(from)Lightweight1164.715Concrete ProductsGreat Britain
01/02/2021,Stocks,Lightweight,1786.052,Concrete Products,Great Britain,01/02/2021StocksLightweight1786.052Concrete ProductsGreat Britain
01/02/2021,Production,Aerated,2162.16,Concrete Products,Great Britain,01/02/2021ProductionAerated2162.16Concrete ProductsGreat Britain
01/02/2021,Deliveries(from),Aerated,1864.15,Concrete Products,Great Britain,01/02/2021Deliveries(from)Aerated1864.15Concrete ProductsGreat Britain
01/02/2021,Stocks,Aerated,2646.26,Concrete Products,Great Britain,01/02/2021StocksAerated2646.26Concrete ProductsGreat Britain
01/03/2021,Seasonally Adjusted Deliveries,All Types,6852.80869824241,Concrete Products,Great Britain,01/03/2021Seasonally Adjusted DeliveriesAll Types6852.80869824241Concrete ProductsGreat Britain
01/03/2021,Production,All Types,6742.859,Concrete Products,Great Britain,01/03/2021ProductionAll Types6742.859Concrete ProductsGreat Britain
01/03/2021,Deliveries(from),All Types,7029.91,Concrete Products,Great Britain,01/03/2021Deliveries(from)All Types7029.91Concrete ProductsGreat Britain
01/03/2021,Stocks,All Types,6911.965,Concrete Products,Great Britain,01/03/2021StocksAll Types6911.965Concrete ProductsGreat Britain
01/03/2021,Production,Dense,2292.594,Concrete Products,Great Britain,01/03/2021ProductionDense2292.594Concrete ProductsGreat Britain
01/03/2021,Deliveries(from),Dense,2488.373,Concrete Products,Great Britain,01/03/2021Deliveries(from)Dense2488.373Concrete ProductsGreat Britain
01/03/2021,Stocks,Dense,2564.944,Concrete Products,Great Britain,01/03/2021StocksDense2564.944Concrete ProductsGreat Britain
01/03/2021,Production,Lightweight,1746.605,Concrete Products,Great Britain,01/03/2021ProductionLightweight1746.605Concrete ProductsGreat Britain
01/03/2021,Deliveries(from),Lightweight,1786.597,Concrete Products,Great Britain,01/03/2021Deliveries(from)Lightweight1786.597Concrete ProductsGreat Britain
01/03/2021,Stocks,Lightweight,1752.041,Concrete Products,Great Britain,01/03/2021StocksLightweight1752.041Concrete ProductsGreat Britain
01/03/2021,Production,Aerated,2703.66,Concrete Products,Great Britain,01/03/2021ProductionAerated2703.66Concrete ProductsGreat Britain
01/03/2021,Deliveries(from),Aerated,2754.94,Concrete Products,Great Britain,01/03/2021Deliveries(from)Aerated2754.94Concrete ProductsGreat Britain
01/03/2021,Stocks,Aerated,2594.98,Concrete Products,Great Britain,01/03/2021StocksAerated2594.98Concrete ProductsGreat Britain
01/04/2021,Seasonally Adjusted Deliveries,All Types,6216.19940385467,Concrete Products,Great Britain,01/04/2021Seasonally Adjusted DeliveriesAll Types6216.19940385467Concrete ProductsGreat Britain
01/04/2021,Production,All Types,6021.62,Concrete Products,Great Britain,01/04/2021ProductionAll Types6021.62Concrete ProductsGreat Britain
01/04/2021,Deliveries(from),All Types,6887.927,Concrete Products,Great Britain,01/04/2021Deliveries(from)All Types6887.927Concrete ProductsGreat Britain
01/04/2021,Stocks,All Types,6146.953,Concrete Products,Great Britain,01/04/2021StocksAll Types6146.953Concrete ProductsGreat Britain
01/04/2021,Production,Dense,2154.773,Concrete Products,Great Britain,01/04/2021ProductionDense2154.773Concrete ProductsGreat Britain
01/04/2021,Deliveries(from),Dense,2418.72,Concrete Products,Great Britain,01/04/2021Deliveries(from)Dense2418.72Concrete ProductsGreat Britain
01/04/2021,Stocks,Dense,2324.82,Concrete Products,Great Britain,01/04/2021StocksDense2324.82Concrete ProductsGreat Britain
01/04/2021,Production,Lightweight,1549.377,Concrete Products,Great Britain,01/04/2021ProductionLightweight1549.377Concrete ProductsGreat Britain
01/04/2021,Deliveries(from),Lightweight,1835.457,Concrete Products,Great Britain,01/04/2021Deliveries(from)Lightweight1835.457Concrete ProductsGreat Britain
01/04/2021,Stocks,Lightweight,1543.433,Concrete Products,Great Britain,01/04/2021StocksLightweight1543.433Concrete ProductsGreat Britain
01/04/2021,Production,Aerated,2317.47,Concrete Products,Great Britain,01/04/2021ProductionAerated2317.47Concrete ProductsGreat Britain
01/04/2021,Deliveries(from),Aerated,2633.75,Concrete Products,Great Britain,01/04/2021Deliveries(from)Aerated2633.75Concrete ProductsGreat Britain
01/04/2021,Stocks,Aerated,2278.7,Concrete Products,Great Britain,01/04/2021StocksAerated2278.7Concrete ProductsGreat Britain
01/05/2021,Seasonally Adjusted Deliveries,All Types,6217.54455358132,Concrete Products,Great Britain,01/05/2021Seasonally Adjusted DeliveriesAll Types6217.54455358132Concrete ProductsGreat Britain
01/05/2021,Production,All Types,6373.341,Concrete Products,Great Britain,01/05/2021ProductionAll Types6373.341Concrete ProductsGreat Britain
01/05/2021,Deliveries(from),All Types,6474.832,Concrete Products,Great Britain,01/05/2021Deliveries(from)All Types6474.832Concrete ProductsGreat Britain
01/05/2021,Stocks,All Types,6060.882,Concrete Products,Great Britain,01/05/2021StocksAll Types6060.882Concrete ProductsGreat Britain
01/05/2021,Production,Dense,2161.038,Concrete Products,Great Britain,01/05/2021ProductionDense2161.038Concrete ProductsGreat Britain
01/05/2021,Deliveries(from),Dense,2233.255,Concrete Products,Great Britain,01/05/2021Deliveries(from)Dense2233.255Concrete ProductsGreat Britain
01/05/2021,Stocks,Dense,2268.257,Concrete Products,Great Britain,01/05/2021StocksDense2268.257Concrete ProductsGreat Britain
01/05/2021,Production,Lightweight,1750.513,Concrete Products,Great Britain,01/05/2021ProductionLightweight1750.513Concrete ProductsGreat Britain
01/05/2021,Deliveries(from),Lightweight,1796.097,Concrete Products,Great Britain,01/05/2021Deliveries(from)Lightweight1796.097Concrete ProductsGreat Britain
01/05/2021,Stocks,Lightweight,1497.615,Concrete Products,Great Britain,01/05/2021StocksLightweight1497.615Concrete ProductsGreat Britain
01/05/2021,Production,Aerated,2461.79,Concrete Products,Great Britain,01/05/2021ProductionAerated2461.79Concrete ProductsGreat Britain
01/05/2021,Deliveries(from),Aerated,2445.48,Concrete Products,Great Britain,01/05/2021Deliveries(from)Aerated2445.48Concrete ProductsGreat Britain
01/05/2021,Stocks,Aerated,2295.01,Concrete Products,Great Britain,01/05/2021StocksAerated2295.01Concrete ProductsGreat Britain
01/06/2021,Seasonally Adjusted Deliveries,All Types,6512.39052555033,Concrete Products,Great Britain,01/06/2021Seasonally Adjusted DeliveriesAll Types6512.39052555033Concrete ProductsGreat Britain
01/06/2021,Production,All Types,6786.569,Concrete Products,Great Britain,01/06/2021ProductionAll Types6786.569Concrete ProductsGreat Britain
01/06/2021,Deliveries(from),All Types,7250.311,Concrete Products,Great Britain,01/06/2021Deliveries(from)All Types7250.311Concrete ProductsGreat Britain
01/06/2021,Stocks,All Types,5569.284,Concrete Products,Great Britain,01/06/2021StocksAll Types5569.284Concrete ProductsGreat Britain
01/06/2021,Production,Dense,2411.031,Concrete Products,Great Britain,01/06/2021ProductionDense2411.031Concrete ProductsGreat Britain
01/06/2021,Deliveries(from),Dense,2558.207,Concrete Products,Great Britain,01/06/2021Deliveries(from)Dense2558.207Concrete ProductsGreat Britain
01/06/2021,Stocks,Dense,2116.582,Concrete Products,Great Britain,01/06/2021StocksDense2116.582Concrete ProductsGreat Britain
01/06/2021,Production,Lightweight,1893.738,Concrete Products,Great Britain,01/06/2021ProductionLightweight1893.738Concrete ProductsGreat Britain
01/06/2021,Deliveries(from),Lightweight,1884.154,Concrete Products,Great Britain,01/06/2021Deliveries(from)Lightweight1884.154Concrete ProductsGreat Britain
01/06/2021,Stocks,Lightweight,1521.412,Concrete Products,Great Britain,01/06/2021StocksLightweight1521.412Concrete ProductsGreat Britain
01/06/2021,Production,Aerated,2481.8,Concrete Products,Great Britain,01/06/2021ProductionAerated2481.8Concrete ProductsGreat Britain
01/06/2021,Deliveries(from),Aerated,2807.95,Concrete Products,Great Britain,01/06/2021Deliveries(from)Aerated2807.95Concrete ProductsGreat Britain
01/06/2021,Stocks,Aerated,1931.29,Concrete Products,Great Britain,01/06/2021StocksAerated1931.29Concrete ProductsGreat Britain
01/07/2021,Seasonally Adjusted Deliveries,All Types,6209.4951978164,Concrete Products,Great Britain,01/07/2021Seasonally Adjusted DeliveriesAll Types6209.4951978164Concrete ProductsGreat Britain
01/07/2021,Production,All Types,6599.962,Concrete Products,Great Britain,01/07/2021ProductionAll Types6599.962Concrete ProductsGreat Britain
01/07/2021,Deliveries(from),All Types,6998.88,Concrete Products,Great Britain,01/07/2021Deliveries(from)All Types6998.88Concrete ProductsGreat Britain
01/07/2021,Stocks,All Types,5216.286,Concrete Products,Great Britain,01/07/2021StocksAll Types5216.286Concrete ProductsGreat Britain
01/07/2021,Production,Dense,2546.611,Concrete Products,Great Britain,01/07/2021ProductionDense2546.611Concrete ProductsGreat Britain
01/07/2021,Deliveries(from),Dense,2557.114,Concrete Products,Great Britain,01/07/2021Deliveries(from)Dense2557.114Concrete ProductsGreat Britain
01/07/2021,Stocks,Dense,2037.16,Concrete Products,Great Britain,01/07/2021StocksDense2037.16Concrete ProductsGreat Britain
01/07/2021,Production,Lightweight,1867.521,Concrete Products,Great Britain,01/07/2021ProductionLightweight1867.521Concrete ProductsGreat Britain
01/07/2021,Deliveries(from),Lightweight,1896.556,Concrete Products,Great Britain,01/07/2021Deliveries(from)Lightweight1896.556Concrete ProductsGreat Britain
01/07/2021,Stocks,Lightweight,1471.486,Concrete Products,Great Britain,01/07/2021StocksLightweight1471.486Concrete ProductsGreat Britain
01/07/2021,Production,Aerated,2185.83,Concrete Products,Great Britain,01/07/2021ProductionAerated2185.83Concrete ProductsGreat Britain
01/07/2021,Deliveries(from),Aerated,2545.21,Concrete Products,Great Britain,01/07/2021Deliveries(from)Aerated2545.21Concrete ProductsGreat Britain
01/07/2021,Stocks,Aerated,1707.64,Concrete Products,Great Britain,01/07/2021StocksAerated1707.64Concrete ProductsGreat Britain
01/08/2021,Seasonally Adjusted Deliveries,All Types,6095.76801743991,Concrete Products,Great Britain,01/08/2021Seasonally Adjusted DeliveriesAll Types6095.76801743991Concrete ProductsGreat Britain
01/08/2021,Production,All Types,6336.072,Concrete Products,Great Britain,01/08/2021ProductionAll Types6336.072Concrete ProductsGreat Britain
01/08/2021,Deliveries(from),All Types,6319.491,Concrete Products,Great Britain,01/08/2021Deliveries(from)All Types6319.491Concrete ProductsGreat Britain
01/08/2021,Stocks,All Types,5232.867,Concrete Products,Great Britain,01/08/2021StocksAll Types5232.867Concrete ProductsGreat Britain
01/08/2021,Production,Dense,2366.689,Concrete Products,Great Britain,01/08/2021ProductionDense2366.689Concrete ProductsGreat Britain
01/08/2021,Deliveries(from),Dense,2210.341,Concrete Products,Great Britain,01/08/2021Deliveries(from)Dense2210.341Concrete ProductsGreat Britain
01/08/2021,Stocks,Dense,2193.508,Concrete Products,Great Britain,01/08/2021StocksDense2193.508Concrete ProductsGreat Britain
01/08/2021,Production,Lightweight,1799.313,Concrete Products,Great Britain,01/08/2021ProductionLightweight1799.313Concrete ProductsGreat Britain
01/08/2021,Deliveries(from),Lightweight,1739.3,Concrete Products,Great Britain,01/08/2021Deliveries(from)Lightweight1739.3Concrete ProductsGreat Britain
01/08/2021,Stocks,Lightweight,1531.499,Concrete Products,Great Britain,01/08/2021StocksLightweight1531.499Concrete ProductsGreat Britain
01/08/2021,Production,Aerated,2170.07,Concrete Products,Great Britain,01/08/2021ProductionAerated2170.07Concrete ProductsGreat Britain
01/08/2021,Deliveries(from),Aerated,2369.85,Concrete Products,Great Britain,01/08/2021Deliveries(from)Aerated2369.85Concrete ProductsGreat Britain
01/08/2021,Stocks,Aerated,1507.86,Concrete Products,Great Britain,01/08/2021StocksAerated1507.86Concrete ProductsGreat Britain
